"Period","Coupon Code","Number of Uses","Sales Total Amount (USD)","Delivered Orders","Delivered Orders Revenue (USD)","Delivered First Orders","Delivered First Orders Revenue (USD)","Delivered Retention Orders","Delivered Retention Orders Revenue (USD)"
"19 Sep 2025","bbx","1","69.46","1","69.46","1","69.46","0","0.00"
"19 Sep 2025","cnl","1","173.50","1","173.50","1","173.50","0","0.00"
"18 Sep 2025","fxn","4","300.09","4","300.09","4","300.09","0","0.00"
"18 Sep 2025","ost","3","168.44","3","168.44","3","168.44","0","0.00"
"18 Sep 2025","df5","1","273.92","1","273.92","1","273.92","0","0.00"
"17 Sep 2025","ck","2","327.61","2","327.61","2","327.61","0","0.00"
"17 Sep 2025","tnmw","2","256.90","2","256.90","2","256.90","0","0.00"
"17 Sep 2025","cnl","1","67.36","1","67.36","1","67.36","0","0.00"
"17 Sep 2025","fxn","1","177.06","1","177.06","1","177.06","0","0.00"
"17 Sep 2025","qqq","1","87.29","1","87.29","1","87.29","0","0.00"
"16 Sep 2025","fxn","5","398.33","5","398.33","5","398.33","0","0.00"
"16 Sep 2025","cnl","2","120.91","2","120.91","2","120.91","0","0.00"
"16 Sep 2025","fuj","2","345.70","2","345.70","2","345.70","0","0.00"
"16 Sep 2025","97c","1","40.54","1","40.54","1","40.54","0","0.00"
"16 Sep 2025","df5","1","76.51","1","76.51","1","76.51","0","0.00"
"16 Sep 2025","ost","1","157.06","1","157.06","1","157.06","0","0.00"
"16 Sep 2025","tnmw","1","103.22","1","103.22","1","103.22","0","0.00"
"15 Sep 2025","dd4","1","104.46","0","0.00","0","0.00","0","0.00"
"15 Sep 2025","fxn","1","27.87","1","27.87","1","27.87","0","0.00"
"15 Sep 2025","ost","1","77.39","0","0.00","0","0.00","0","0.00"
"14 Sep 2025","df5","3","279.66","3","279.66","3","279.66","0","0.00"
"14 Sep 2025","fxn","3","182.17","3","182.17","3","182.17","0","0.00"
"14 Sep 2025","fuj","2","280.44","2","280.44","2","280.44","0","0.00"
"14 Sep 2025","ifw","1","126.52","1","126.52","1","126.52","0","0.00"
"14 Sep 2025","tnmw","1","101.38","1","101.38","1","101.38","0","0.00"
"13 Sep 2025","fxn","4","264.57","3","229.00","3","229.00","0","0.00"
"13 Sep 2025","fuj","4","185.47","4","185.47","4","185.47","0","0.00"
"13 Sep 2025","df5","1","52.07","1","52.07","1","52.07","0","0.00"
"13 Sep 2025","tnmw","1","54.14","1","54.14","1","54.14","0","0.00"
"12 Sep 2025","fxn","5","469.94","4","324.79","4","324.79","0","0.00"
"12 Sep 2025","df5","2","102.52","2","102.52","2","102.52","0","0.00"
"12 Sep 2025","ost","1","145.79","1","145.79","1","145.79","0","0.00"
"12 Sep 2025","tnmw","1","238.69","1","238.69","1","238.69","0","0.00"
"11 Sep 2025","fxn","2","132.91","2","132.91","2","132.91","0","0.00"
"11 Sep 2025","df5","2","74.68","2","74.68","2","74.68","0","0.00"
"11 Sep 2025","dzd","1","59.62","1","59.62","1","59.62","0","0.00"
"11 Sep 2025","dd44","1","67.36","1","67.36","1","67.36","0","0.00"
"10 Sep 2025","fxn","8","752.23","8","752.23","8","752.23","0","0.00"
"10 Sep 2025","cnl","1","162.67","1","162.67","1","162.67","0","0.00"
"10 Sep 2025","df1","1","54.55","1","54.55","1","54.55","0","0.00"
"10 Sep 2025","7a03","1","222.78","1","222.78","1","222.78","0","0.00"
"10 Sep 2025","wy3","1","148.39","1","148.39","1","148.39","0","0.00"
"10 Sep 2025","zb","1","56.76","1","56.76","1","56.76","0","0.00"
"10 Sep 2025","zg32","1","83.53","0","0.00","0","0.00","0","0.00"
"09 Sep 2025","fxn","9","784.83","8","724.00","8","724.00","0","0.00"
"09 Sep 2025","fuj","3","126.21","3","126.21","3","126.21","0","0.00"
"09 Sep 2025","df1","2","326.17","2","326.17","2","326.17","0","0.00"
"09 Sep 2025","7a03","1","35.02","1","35.02","1","35.02","0","0.00"
"09 Sep 2025","ck","1","39.69","1","39.69","1","39.69","0","0.00"
"09 Sep 2025","cnl","1","94.29","1","94.29","1","94.29","0","0.00"
"08 Sep 2025","fxn","5","418.24","5","418.24","5","418.24","0","0.00"
"08 Sep 2025","fuj","3","745.03","3","745.03","3","745.03","0","0.00"
"08 Sep 2025","df1","1","117.52","1","117.52","1","117.52","0","0.00"
"08 Sep 2025","dd22","1","85.74","1","85.74","1","85.74","0","0.00"
"07 Sep 2025","fxn","3","240.79","3","240.79","3","240.79","0","0.00"
"07 Sep 2025","fuj","2","328.88","2","328.88","2","328.88","0","0.00"
"07 Sep 2025","df5","1","48.57","1","48.57","1","48.57","0","0.00"
"07 Sep 2025","7a03","1","52.07","1","52.07","1","52.07","0","0.00"
"07 Sep 2025","dd44","1","40.71","1","40.71","1","40.71","0","0.00"
"07 Sep 2025","tnmw","1","43.98","1","43.98","1","43.98","0","0.00"
"06 Sep 2025","fxn","6","774.10","6","774.10","6","774.10","0","0.00"
"06 Sep 2025","df5","4","507.65","4","507.65","4","507.65","0","0.00"
"06 Sep 2025","dd44","2","191.59","2","191.59","2","191.59","0","0.00"
"06 Sep 2025","fuj","2","196.32","2","196.32","2","196.32","0","0.00"
"06 Sep 2025","dd77","1","29.55","1","29.55","1","29.55","0","0.00"
"06 Sep 2025","97c","1","64.40","1","64.40","1","64.40","0","0.00"
"06 Sep 2025","7a03","1","127.13","1","127.13","1","127.13","0","0.00"
"06 Sep 2025","ck","1","167.09","1","167.09","1","167.09","0","0.00"
"05 Sep 2025","fxn","4","445.97","4","445.97","4","445.97","0","0.00"
"05 Sep 2025","dd44","2","329.40","2","329.40","2","329.40","0","0.00"
"05 Sep 2025","df5","2","146.08","2","146.08","2","146.08","0","0.00"
"05 Sep 2025","fuj","1","128.99","1","128.99","1","128.99","0","0.00"
"05 Sep 2025","df2","1","52.07","1","52.07","1","52.07","0","0.00"
"05 Sep 2025","7a03","1","24.06","1","24.06","1","24.06","0","0.00"
"04 Sep 2025","tnmw","3","490.02","3","490.02","3","490.02","0","0.00"
"04 Sep 2025","ost","2","97.60","2","97.60","2","97.60","0","0.00"
"04 Sep 2025","fxn","2","184.31","2","184.31","2","184.31","0","0.00"
"04 Sep 2025","cnl","1","52.07","1","52.07","1","52.07","0","0.00"
"04 Sep 2025","fbp","1","47.59","1","47.59","1","47.59","0","0.00"
"04 Sep 2025","fuj","1","47.09","1","47.09","1","47.09","0","0.00"
"04 Sep 2025","6uc","1","169.09","1","169.09","1","169.09","0","0.00"
"04 Sep 2025","7a03","1","52.07","1","52.07","1","52.07","0","0.00"
"04 Sep 2025","bb","1","94.86","1","94.86","1","94.86","0","0.00"
"03 Sep 2025","fxn","5","292.17","5","292.17","5","292.17","0","0.00"
"03 Sep 2025","fuj","3","447.60","3","447.60","3","447.60","0","0.00"
"03 Sep 2025","cnl","2","178.55","2","178.55","2","178.55","0","0.00"
"03 Sep 2025","ds8","1","53.14","1","53.14","1","53.14","0","0.00"
"03 Sep 2025","zg32","1","52.07","1","52.07","1","52.07","0","0.00"
"03 Sep 2025","df2","1","37.92","1","37.92","1","37.92","0","0.00"
"03 Sep 2025","df5","1","115.31","1","115.31","1","115.31","0","0.00"
"03 Sep 2025","ifw","1","161.53","1","161.53","1","161.53","0","0.00"
"03 Sep 2025","7a03","1","32.82","0","0.00","0","0.00","0","0.00"
"03 Sep 2025","ck","1","64.76","1","64.76","1","64.76","0","0.00"
"02 Sep 2025","fxn","8","1203.67","7","1145.60","7","1145.60","0","0.00"
"02 Sep 2025","7a03","4","189.04","4","189.04","4","189.04","0","0.00"
"02 Sep 2025","df5","2","168.32","2","168.32","2","168.32","0","0.00"
"02 Sep 2025","2rz","1","58.26","1","58.26","1","58.26","0","0.00"
"02 Sep 2025","df2","1","129.35","1","129.35","1","129.35","0","0.00"
"02 Sep 2025","ost","1","156.83","1","156.83","1","156.83","0","0.00"
"01 Sep 2025","fxn","5","327.91","5","327.91","5","327.91","0","0.00"
"01 Sep 2025","fuj","4","485.57","4","485.57","4","485.57","0","0.00"
"01 Sep 2025","df5","2","121.60","2","121.60","2","121.60","0","0.00"
"01 Sep 2025","97c","1","51.13","1","51.13","1","51.13","0","0.00"
"01 Sep 2025","bna","1","55.49","1","55.49","1","55.49","0","0.00"
"01 Sep 2025","df2","1","154.18","1","154.18","1","154.18","0","0.00"
"31 Aug 2025","fxn","6","382.76","6","382.76","6","382.76","0","0.00"
"31 Aug 2025","fuj","3","508.83","3","508.83","3","508.83","0","0.00"
"31 Aug 2025","ck","1","60.83","1","60.83","1","60.83","0","0.00"
"30 Aug 2025","fxn","6","726.07","6","726.07","6","726.07","0","0.00"
"30 Aug 2025","df5","3","158.98","3","158.98","3","158.98","0","0.00"
"30 Aug 2025","df2","2","186.07","2","186.07","2","186.07","0","0.00"
"30 Aug 2025","fuj","1","136.93","1","136.93","1","136.93","0","0.00"
"29 Aug 2025","df5","4","407.96","4","407.96","4","407.96","0","0.00"
"29 Aug 2025","fxn","4","379.80","4","379.80","4","379.80","0","0.00"
"29 Aug 2025","dd44","2","112.44","2","112.44","2","112.44","0","0.00"
"29 Aug 2025","ost","1","102.24","1","102.24","1","102.24","0","0.00"
"28 Aug 2025","fxn","12","1058.51","12","1058.51","12","1058.51","0","0.00"
"28 Aug 2025","cnl","3","193.51","3","193.51","3","193.51","0","0.00"
"28 Aug 2025","df2","1","22.13","1","22.13","1","22.13","0","0.00"
"28 Aug 2025","ant","1","302.34","1","302.34","1","302.34","0","0.00"
"27 Aug 2025","fxn","11","1205.33","11","1205.33","11","1205.33","0","0.00"
"27 Aug 2025","cnl","3","220.41","2","124.37","2","124.37","0","0.00"
"27 Aug 2025","df5","2","151.71","2","151.71","2","151.71","0","0.00"
"27 Aug 2025","535e","1","101.56","1","101.56","1","101.56","0","0.00"
"27 Aug 2025","tnmw","1","40.71","1","40.71","1","40.71","0","0.00"
"27 Aug 2025","zb","1","203.66","1","203.66","1","203.66","0","0.00"
"26 Aug 2025","fxn","6","514.77","6","514.77","6","514.77","0","0.00"
"26 Aug 2025","ost","1","51.00","1","51.00","1","51.00","0","0.00"
"26 Aug 2025","zd2","1","30.52","1","30.52","1","30.52","0","0.00"
"25 Aug 2025","fxn","4","288.68","4","288.68","4","288.68","0","0.00"
"25 Aug 2025","df1","2","403.39","2","403.39","2","403.39","0","0.00"
"25 Aug 2025","zg32","1","209.01","1","209.01","1","209.01","0","0.00"
"25 Aug 2025","ck","1","127.17","1","127.17","1","127.17","0","0.00"
"25 Aug 2025","df5","1","72.98","1","72.98","1","72.98","0","0.00"
"25 Aug 2025","fuj","1","25.82","1","25.82","1","25.82","0","0.00"
"24 Aug 2025","fxn","4","288.66","4","288.66","4","288.66","0","0.00"
"24 Aug 2025","cnl","1","46.29","1","46.29","1","46.29","0","0.00"
"24 Aug 2025","fuj","1","135.48","1","135.48","1","135.48","0","0.00"
"24 Aug 2025","ost","1","18.45","1","18.45","1","18.45","0","0.00"
"24 Aug 2025","97c","1","105.29","1","105.29","1","105.29","0","0.00"
"23 Aug 2025","fxn","2","141.38","2","141.38","2","141.38","0","0.00"
"23 Aug 2025","df5","1","230.00","1","230.00","1","230.00","0","0.00"
"22 Aug 2025","fxn","3","670.66","3","670.66","3","670.66","0","0.00"
"22 Aug 2025","fuj","2","248.87","2","248.87","2","248.87","0","0.00"
"22 Aug 2025","2rz","1","125.85","1","125.85","1","125.85","0","0.00"
"21 Aug 2025","fxn","5","413.13","5","413.13","5","413.13","0","0.00"
"21 Aug 2025","cnl","1","156.92","1","156.92","1","156.92","0","0.00"
"20 Aug 2025","fxn","5","362.96","5","362.96","5","362.96","0","0.00"
"20 Aug 2025","tnmw","1","33.51","1","33.51","1","33.51","0","0.00"
"20 Aug 2025","cnl","1","66.38","1","66.38","1","66.38","0","0.00"
"20 Aug 2025","fuj","1","81.34","1","81.34","1","81.34","0","0.00"
"20 Aug 2025","ost","1","28.82","1","28.82","1","28.82","0","0.00"
"19 Aug 2025","fxn","11","929.85","10","831.77","10","831.77","0","0.00"
"19 Aug 2025","ost","3","328.81","3","328.81","3","328.81","0","0.00"
"19 Aug 2025","fuj","1","94.91","1","94.91","1","94.91","0","0.00"
"19 Aug 2025","tnmw","1","30.90","1","30.90","1","30.90","0","0.00"
"19 Aug 2025","zg32","1","107.95","1","107.95","1","107.95","0","0.00"
"18 Aug 2025","fxn","4","260.38","4","260.38","4","260.38","0","0.00"
"18 Aug 2025","tnmw","3","919.34","3","919.34","3","919.34","0","0.00"
"18 Aug 2025","df5","1","25.74","1","25.74","1","25.74","0","0.00"
"18 Aug 2025","bb","1","111.23","1","111.23","1","111.23","0","0.00"
"18 Aug 2025","dd4","1","13.63","1","13.63","1","13.63","0","0.00"
"18 Aug 2025","ost","1","91.04","1","91.04","1","91.04","0","0.00"
"17 Aug 2025","df5","3","187.54","3","187.54","3","187.54","0","0.00"
"17 Aug 2025","fxn","3","242.01","3","242.01","3","242.01","0","0.00"
"17 Aug 2025","dd44","2","274.98","2","274.98","2","274.98","0","0.00"
"17 Aug 2025","tnmw","1","118.33","1","118.33","1","118.33","0","0.00"
"17 Aug 2025","fuj","1","156.20","1","156.20","1","156.20","0","0.00"
"17 Aug 2025","ost","1","103.28","1","103.28","1","103.28","0","0.00"
"16 Aug 2025","tnmw","2","83.10","2","83.10","2","83.10","0","0.00"
"16 Aug 2025","fxn","2","129.82","2","129.82","2","129.82","0","0.00"
"16 Aug 2025","ck","1","96.93","1","96.93","1","96.93","0","0.00"
"16 Aug 2025","df5","1","149.21","1","149.21","1","149.21","0","0.00"
"16 Aug 2025","dd44","1","43.11","1","43.11","1","43.11","0","0.00"
"16 Aug 2025","cnl","1","120.26","1","120.26","1","120.26","0","0.00"
"15 Aug 2025","fxn","6","469.95","6","469.95","6","469.95","0","0.00"
"15 Aug 2025","cnl","1","341.23","1","341.23","1","341.23","0","0.00"
"15 Aug 2025","bna","1","16.24","1","16.24","1","16.24","0","0.00"
"15 Aug 2025","ff7k","1","60.52","1","60.52","1","60.52","0","0.00"
"14 Aug 2025","fxn","5","350.87","5","350.87","5","350.87","0","0.00"
"14 Aug 2025","97c","1","18.41","1","18.41","1","18.41","0","0.00"
"14 Aug 2025","df14","1","99.50","1","99.50","1","99.50","0","0.00"
"14 Aug 2025","ds8","1","29.40","1","29.40","1","29.40","0","0.00"
"14 Aug 2025","tnmw","1","336.82","1","336.82","1","336.82","0","0.00"
"13 Aug 2025","fxn","7","436.00","6","324.14","6","324.14","0","0.00"
"13 Aug 2025","ost","3","214.74","3","214.74","3","214.74","0","0.00"
"13 Aug 2025","fuj","3","154.37","3","154.37","3","154.37","0","0.00"
"13 Aug 2025","cnl","2","200.47","2","200.47","2","200.47","0","0.00"
"12 Aug 2025","fxn","7","298.12","7","298.12","7","298.12","0","0.00"
"12 Aug 2025","df5","1","109.12","1","109.12","1","109.12","0","0.00"
"12 Aug 2025","fuj","1","112.16","1","112.16","1","112.16","0","0.00"
"11 Aug 2025","df5","5","279.58","5","279.58","5","279.58","0","0.00"
"11 Aug 2025","dd0","1","50.75","1","50.75","1","50.75","0","0.00"
"11 Aug 2025","cnl","1","36.08","1","36.08","1","36.08","0","0.00"
"11 Aug 2025","fxn","1","99.53","1","99.53","1","99.53","0","0.00"
"11 Aug 2025","zg32","1","74.41","1","74.41","1","74.41","0","0.00"
"10 Aug 2025","fxn","4","328.27","4","328.27","4","328.27","0","0.00"
"10 Aug 2025","cnl","3","121.10","3","121.10","3","121.10","0","0.00"
"10 Aug 2025","fuj","1","115.56","1","115.56","1","115.56","0","0.00"
"09 Aug 2025","fxn","4","388.70","4","388.70","4","388.70","0","0.00"
"09 Aug 2025","cnl","2","217.22","2","217.22","2","217.22","0","0.00"
"09 Aug 2025","dd22","1","104.81","1","104.81","1","104.81","0","0.00"
"09 Aug 2025","digg","1","10.47","1","10.47","1","10.47","0","0.00"
"09 Aug 2025","97c","1","136.25","1","136.25","1","136.25","0","0.00"
"09 Aug 2025","t5b","1","204.68","1","204.68","1","204.68","0","0.00"
"09 Aug 2025","tnmw","1","201.72","1","201.72","1","201.72","0","0.00"
"09 Aug 2025","ck","1","231.30","1","231.30","1","231.30","0","0.00"
"08 Aug 2025","fxn","7","483.76","7","483.76","7","483.76","0","0.00"
"08 Aug 2025","fuj","1","79.93","1","79.93","1","79.93","0","0.00"
"08 Aug 2025","lv5","1","246.79","1","246.79","1","246.79","0","0.00"
"07 Aug 2025","fxn","7","596.21","7","596.21","7","596.21","0","0.00"
"07 Aug 2025","fuj","2","567.04","2","567.04","2","567.04","0","0.00"
"07 Aug 2025","ck","1","51.53","1","51.53","1","51.53","0","0.00"
"07 Aug 2025","ff7k","1","57.65","1","57.65","1","57.65","0","0.00"
"07 Aug 2025","tnmw","1","100.70","1","100.70","1","100.70","0","0.00"
"06 Aug 2025","fxn","6","789.16","6","789.16","6","789.16","0","0.00"
"06 Aug 2025","cnl","1","192.87","1","192.87","1","192.87","0","0.00"
"06 Aug 2025","df5","1","104.05","1","104.05","1","104.05","0","0.00"
"06 Aug 2025","jdd4","1","64.32","1","64.32","1","64.32","0","0.00"
"05 Aug 2025","fxn","3","183.37","3","183.37","3","183.37","0","0.00"
"05 Aug 2025","fuj","2","57.13","2","57.13","2","57.13","0","0.00"
"05 Aug 2025","df5","1","97.21","1","97.21","1","97.21","0","0.00"
"05 Aug 2025","cnl","1","42.56","1","42.56","1","42.56","0","0.00"
"05 Aug 2025","ost","1","116.04","1","116.04","1","116.04","0","0.00"
"04 Aug 2025","cnl","2","139.87","2","139.87","2","139.87","0","0.00"
"04 Aug 2025","ds8","1","26.89","1","26.89","1","26.89","0","0.00"
"04 Aug 2025","dd44","1","112.18","1","112.18","1","112.18","0","0.00"
"04 Aug 2025","ost","1","167.11","1","167.11","1","167.11","0","0.00"
"04 Aug 2025","tnmw","1","270.01","1","270.01","1","270.01","0","0.00"
"03 Aug 2025","fxn","2","157.86","2","157.86","2","157.86","0","0.00"
"03 Aug 2025","df5","1","68.54","1","68.54","1","68.54","0","0.00"
"03 Aug 2025","ff7k","1","86.41","1","86.41","1","86.41","0","0.00"
"03 Aug 2025","tnmw","1","149.71","1","149.71","1","149.71","0","0.00"
"02 Aug 2025","fxn","7","560.46","7","560.46","7","560.46","0","0.00"
"02 Aug 2025","ff7k","1","92.96","1","92.96","1","92.96","0","0.00"
"02 Aug 2025","fuj","1","62.23","1","62.23","1","62.23","0","0.00"
"02 Aug 2025","df5","1","45.24","1","45.24","1","45.24","0","0.00"
"02 Aug 2025","ost","1","84.76","1","84.76","1","84.76","0","0.00"
"01 Aug 2025","fxn","6","248.39","6","248.39","6","248.39","0","0.00"
"01 Aug 2025","dd22","1","81.41","1","81.41","1","81.41","0","0.00"
"01 Aug 2025","dd44","1","154.48","1","154.48","1","154.48","0","0.00"
"01 Aug 2025","df1","1","36.08","1","36.08","1","36.08","0","0.00"
"01 Aug 2025","fuj","1","308.02","1","308.02","1","308.02","0","0.00"
"01 Aug 2025","97c","1","36.08","1","36.08","1","36.08","0","0.00"
"01 Aug 2025","ost","1","63.54","1","63.54","1","63.54","0","0.00"
"01 Aug 2025","qqq","1","72.33","1","72.33","1","72.33","0","0.00"
"01 Aug 2025","tnmw","1","94.44","1","94.44","1","94.44","0","0.00"
"01 Aug 2025","zg32","1","167.93","1","167.93","1","167.93","0","0.00"
"31 Jul 2025","fxn","7","420.22","7","420.22","7","420.22","0","0.00"
"31 Jul 2025","dd44","2","67.70","2","67.70","2","67.70","0","0.00"
"31 Jul 2025","fuj","1","39.35","1","39.35","1","39.35","0","0.00"
"31 Jul 2025","ost","1","40.04","1","40.04","1","40.04","0","0.00"
"31 Jul 2025","qqq","1","87.99","1","87.99","1","87.99","0","0.00"
"30 Jul 2025","df5","4","292.15","3","174.82","3","174.82","0","0.00"
"30 Jul 2025","fxn","3","294.81","3","294.81","3","294.81","0","0.00"
"30 Jul 2025","97c","1","30.40","1","30.40","1","30.40","0","0.00"
"30 Jul 2025","fuj","1","76.52","1","76.52","1","76.52","0","0.00"
"29 Jul 2025","df5","6","382.95","5","361.76","5","361.76","0","0.00"
"29 Jul 2025","fxn","4","227.46","4","227.46","4","227.46","0","0.00"
"29 Jul 2025","tnmw","2","290.71","2","290.71","2","290.71","0","0.00"
"29 Jul 2025","fuj","1","97.95","1","97.95","1","97.95","0","0.00"
"29 Jul 2025","bb","1","44.69","1","44.69","1","44.69","0","0.00"
"28 Jul 2025","fxn","7","621.28","7","621.28","7","621.28","0","0.00"
