coupon_code,coupon_rule_name,created_at,grand_total,store_id,Record Count
AD7,Digizag - 10% OFF,"Apr 24, 2025",209.52,1,1
AD7,Digizag - 10% OFF,"Apr 23, 2025",117.36,1,1
AD7,Digizag - 10% OFF,"Apr 23, 2025",153.4,1,1
AD7,Digizag - 10% OFF,"Apr 23, 2025",206.59,1,1
AD7,Digizag - 10% OFF,"Apr 23, 2025",41.33,1,1
AD7,Digizag - 10% OFF,"Apr 23, 2025",144.58,1,1
AD7,Digizag - 10% OFF,"Apr 22, 2025",99.36,1,1
AD7,Digizag - 10% OFF,"Apr 22, 2025",158.4,1,1
AD7,Digizag - 10% OFF,"Apr 21, 2025",74.79,1,1
AD3,Digizag - 10% OFF,"Apr 21, 2025",100.51,1,1
AD7,Digizag - 10% OFF,"Apr 21, 2025",220.32,1,1
AD7,Digizag - 10% OFF,"Apr 21, 2025",82.62,1,1
AD7,Digizag - 10% OFF,"Apr 21, 2025",61.02,1,1
AD17,Digizag - 10% OFF,"Apr 20, 2025",116.78,1,1
AD20,Digizag - 10% OFF,"Apr 19, 2025",110.88,1,1
AD7,Digizag - 10% OFF,"Apr 19, 2025",60.75,1,1
AD7,Digizag - 10% OFF,"Apr 19, 2025",51.3,1,1
AD3,Digizag - 10% OFF,"Apr 18, 2025",79.4,1,1
AD4,Digizag - 10% OFF,"Apr 18, 2025",254.16,1,1
AD7,Digizag - 10% OFF,"Apr 18, 2025",81,1,1
AD7,Digizag - 10% OFF,"Apr 17, 2025",91.39,1,1
ad7,Digizag - 10% OFF,"Apr 17, 2025",99.36,1,1
AD7,Digizag - 10% OFF,"Apr 17, 2025",65.7,1,1
ALC1,Digizag - 10% OFF,"Apr 17, 2025",91.69,2,1
ALC1,Digizag - 10% OFF,"Apr 16, 2025",45,1,1
AD7,Digizag - 10% OFF,"Apr 16, 2025",99.36,1,1
AD7,Digizag - 10% OFF,"Apr 15, 2025",90,1,1
AD7,Digizag - 10% OFF,"Apr 15, 2025",66.24,1,1
ad7,Digizag - 10% OFF,"Apr 15, 2025",39.55,2,1
AD7,Digizag - 10% OFF,"Apr 15, 2025",45.33,1,1
AD7,Digizag - 10% OFF,"Apr 15, 2025",132.43,1,1
AD7,Digizag - 10% OFF,"Apr 14, 2025",35.64,1,1
ALC1,Digizag - 10% OFF,"Apr 13, 2025",259.43,1,1
Ad7,Digizag - 10% OFF,"Apr 11, 2025",450,2,1
AD7,Digizag - 10% OFF,"Apr 11, 2025",90,1,1
AD7,Digizag - 10% OFF,"Apr 11, 2025",100.82,1,1
AD7,Digizag - 10% OFF,"Apr 9, 2025",114.86,1,1
AD7,Digizag - 10% OFF,"Apr 8, 2025",110.88,1,1
AD8,Digizag - 10% OFF,"Jun 10, 2025",135,1,1
Ad7,Digizag - 10% OFF,"Mar 31, 2025",104.34,1,1
AD7,Digizag - 10% OFF,"Mar 29, 2025",93.35,1,1
AD7,Digizag - 10% OFF,"Mar 29, 2025",93.98,1,1
AD7,Digizag - 10% OFF,"Mar 28, 2025",145.42,1,1
AD7,Digizag - 10% OFF,"Mar 28, 2025",129.11,1,1
AD7,Digizag - 10% OFF,"Mar 28, 2025",95.83,1,1
AD7,Digizag - 10% OFF,"Mar 28, 2025",82.44,1,1
AD6,Digizag - 10% OFF,"Mar 28, 2025",90,1,1
AD7,Digizag - 10% OFF,"Mar 27, 2025",90,1,1
Ad7,Digizag - 10% OFF,"Mar 26, 2025",204.01,1,1
AD7,Digizag - 10% OFF,"Mar 26, 2025",290.4,2,1
AD7,Digizag - 10% OFF,"Mar 25, 2025",122.04,1,1
Ad7,Digizag - 10% OFF,"Mar 25, 2025",41.74,1,1
ad7,Digizag - 10% OFF,"Mar 25, 2025",106.92,1,1
Ad7,Digizag - 10% OFF,"Mar 25, 2025",32.81,1,1
ALC1,Digizag - 10% OFF,"Mar 25, 2025",126.45,2,1
AD7,Digizag - 10% OFF,"Mar 24, 2025",165.06,1,1
AD7,Digizag - 10% OFF,"Mar 21, 2025",81.76,1,1
AD7,Digizag - 10% OFF,"Mar 20, 2025",211.68,1,1
AD7,Digizag - 10% OFF,"Mar 19, 2025",211.55,1,1
AD7,Digizag - 10% OFF,"Mar 18, 2025",174.96,1,1
ALC1,Digizag - 10% OFF,"Mar 16, 2025",339.6,1,1
AD7,Digizag - 10% OFF,"Mar 16, 2025",110.88,1,1
AD7,Digizag - 10% OFF,"Mar 15, 2025",174.24,2,1
ad7,Digizag - 10% OFF,"Mar 14, 2025",220.14,2,1
AD7,Digizag - 10% OFF,"Mar 12, 2025",135,1,1
Ad7,Digizag - 10% OFF,"Mar 12, 2025",167.33,1,1
AD7,Digizag - 10% OFF,"Mar 10, 2025",124.92,1,1
AD7,Digizag - 10% OFF,"Mar 8, 2025",99.36,1,1
AD7,Digizag - 10% OFF,"Mar 8, 2025",153.95,1,1
AD7,Digizag - 10% OFF,"Mar 7, 2025",105.79,1,1
AD7,Digizag - 10% OFF,"Mar 5, 2025",99.36,1,1
ad7,Digizag - 10% OFF,"Mar 5, 2025",90,2,1
AD7,Digizag - 10% OFF,"Mar 4, 2025",91.29,1,1
AD8,Digizag - 10% OFF,"Mar 3, 2025",92.95,1,1
Ad8,Digizag - 10% OFF,"Mar 3, 2025",105.66,1,1
AD8,Digizag - 10% OFF,"Jun 11, 2025",95.4,1,1
AD8,Digizag - 10% OFF,"Jul 27, 2025",92.82,1,1
ALC1,Digizag - 10% OFF,"Aug 18, 2025",487.8,1,1
AD7,Digizag - 10% OFF,"Sep 3, 2025",149.32,1,1
AD6,Digizag - 10% OFF,"Sep 21, 2025",552.6,1,1
ALC1,Digizag - 10% OFF,"Sep 25, 2025",216,2,1
AD8,Digizag - 10% OFF,"Sep 27, 2025",45,1,1
ALC1,Digizag - 10% OFF,"Sep 28, 2025",78.43,1,1
AD6,Digizag - 10% OFF,"Sep 29, 2025",158.49,1,1
