Action Date,Action Id,Brand,Event Type,Status,Sale Amount,Action Earnings,Promo Code,SharedId
2025-08-28 22:33:51,M.15608.6449.599086,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,104.00,18.7200,SAHS,
2025-08-28 22:22:10,M.15608.6449.566096,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,104.00,18.7200,SAHS,
2025-08-28 22:17:17,M.15608.6449.561314,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,55.00,9.9000,SAHS15,
2025-08-28 21:36:50,M.15608.6449.501480,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,28.41,5.1100,SAHS,
2025-08-28 20:29:06,M.15608.6449.407733,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,101.02,18.1800,SAHS,
2025-08-28 19:55:16,M.15608.6449.376652,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,31.57,5.0500,D14,
2025-08-28 19:40:59,M.15608.6449.343653,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,31.57,3.1600,SAHS,
2025-08-28 18:54:14,M.15608.6449.301760,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,126.27,22.7300,SAHS,
2025-08-28 18:17:45,M.15608.6449.244715,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,28.41,4.5500,D26,
2025-08-28 17:48:00,M.15608.6449.2291332,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,37.88,6.8200,SAHS,
2025-08-28 14:04:25,M.15608.6449.35870,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,28.41,5.1100,SAHS,
2025-08-28 12:18:59,M.15608.6449.6852,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,25.25,2.5300,SAHS,
2025-08-28 11:30:01,M.15608.6448.1327279,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,53.67,5.3700,SAHS,
2025-08-28 10:43:19,M.15608.6448.1287190,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,15.78,1.5800,SAHS,
2025-08-28 06:52:51,M.15608.6448.1136335,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,84.95,15.2900,SAHS15,
2025-08-28 05:10:20,M.15608.6448.1035011,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,58.23,10.4800,SAHS,
2025-08-28 05:03:29,M.15608.6448.1029628,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,55.00,9.9000,SAHS15,
2025-08-28 03:18:21,M.15608.6448.917357,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,119.96,21.5900,SAHS,
2025-08-28 01:09:10,M.15608.6448.773073,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,63.13,11.3600,SAHS,
2025-08-28 00:45:11,M.15608.6448.748941,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,52.08,9.3700,SAHS,
2025-08-27 20:56:31,M.15608.6448.454828,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,54.99,9.9000,SAHS15,
2025-08-27 20:25:03,M.15608.6448.403483,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,45.77,4.5800,D26,
2025-08-27 19:17:29,M.15608.6448.321293,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,47.35,8.5200,SAHS,
2025-08-27 19:08:11,M.15608.6448.313044,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,15.78,1.5800,SAHS,
2025-08-27 17:36:44,M.15608.6448.215299,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,44.72,8.0500,SAHS15,
2025-08-27 14:55:37,M.15608.6448.61689,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,63.13,6.3100,D39,
2025-08-27 11:28:16,M.15608.6447.1344496,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,28.41,2.8400,SAHS,
2025-08-27 05:06:15,M.15608.6447.1041000,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,22.70,4.0900,SAHS,
2025-08-27 04:22:42,M.15608.6447.994430,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,280.93,28.0900,D35,
2025-08-27 01:50:07,M.15608.6447.786712,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,110.48,19.8900,SAHS,
2025-08-26 22:57:13,M.15608.6447.616683,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,110.31,19.8600,SAHS15,
2025-08-26 18:56:52,M.15608.6447.283823,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,208.35,33.3400,D26,
2025-08-26 18:46:54,M.15608.6447.274798,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,110.49,19.8900,SAHS,
2025-08-26 18:31:35,M.15608.6447.241495,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,61.10,11.0000,SAHS15,
2025-08-26 15:37:00,M.15608.6447.78195,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,14.21,2.2700,D26,
2025-08-26 15:19:15,M.15608.6447.70368,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,23.68,3.7900,D26,
2025-08-26 15:07:21,M.15608.6447.64501,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,14.21,2.2700,D26,
2025-08-26 14:12:33,M.15608.6447.43204,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,37.88,3.7900,D26,
2025-08-26 14:03:49,M.15608.6447.41558,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,37.25,6.7100,SAHS15,
2025-08-26 13:36:26,M.15608.6447.32509,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,31.57,3.1600,D26,
2025-08-26 10:32:07,M.15608.6446.1315220,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,23.68,4.2600,SAHS,
2025-08-26 03:56:11,M.15608.6446.998197,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,113.71,11.3700,D35,
2025-08-26 03:51:28,M.15608.6446.993664,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,113.71,11.3700,D35,
2025-08-26 02:32:05,M.15608.6446.913252,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,29.99,5.4000,SAHS,
2025-08-25 18:47:32,M.15608.6446.236069,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,14.21,2.5600,SAHS,
2025-08-25 17:55:04,M.15608.6446.177523,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,37.88,6.8200,SAHS,
2025-08-25 15:37:49,M.15608.6446.88316,Airalo - The World's First eSIM Store,Sale (Android App),Pending,113.30,11.3300,SAHS15,
2025-08-25 14:09:12,M.15608.6446.53018,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,37.25,6.7100,SAHS15,
2025-08-25 09:09:24,M.15608.6445.1226649,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,50.51,5.0500,SAHS,
2025-08-25 08:27:46,M.15608.6445.1207224,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,104.35,18.7800,SAHS15,
2025-08-25 08:18:15,M.15608.6445.1192440,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,104.35,18.7800,SAHS15,
2025-08-25 02:26:15,M.15608.6445.827846,Airalo - The World's First eSIM Store,Sale (Android App),Pending,53.38,9.6100,SAHS,
2025-08-24 23:08:19,15608.6445.587777,Airalo - The World's First eSIM Store,Sale,Pending,118.82,11.8800,SAHS15,
2025-08-24 19:30:23,M.15608.6445.306404,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,13.40,2.4100,SAHS15,
2025-08-24 18:58:38,M.15608.6445.264682,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,14.21,2.5600,SAHS,
2025-08-24 18:08:54,M.15608.6445.220661,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,15.78,2.8400,SAHS,
2025-08-24 15:44:27,M.15608.6445.86219,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,14.91,2.6800,SAHS15,
2025-08-24 15:32:07,M.15608.6445.80865,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,14.91,2.6800,SAHS15,
2025-08-24 14:49:13,M.15608.6445.53926,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,14.21,2.5600,SAHS,
2025-08-24 13:50:08,M.15608.6445.33907,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,55.00,9.9000,SAHS15,
2025-08-24 13:29:57,15608.6445.26990,Airalo - The World's First eSIM Store,Sale,Pending,113.30,22.6600,SAHS15,
2025-08-24 13:27:44,M.15608.6445.26894,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,113.30,20.3900,SAHS15,
2025-08-24 10:11:06,M.15608.6444.1223335,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,72.61,13.0700,SAHS,
2025-08-24 08:49:16,M.15608.6444.1176681,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,15.78,2.8400,SAHS,
2025-08-24 06:48:15,M.15608.6444.1088092,Airalo - The World's First eSIM Store,Sale (iOS App),Pending,104.35,18.7800,SAHS15,
